major_heading,major_heading_Thai,activity_code,met_value,activity_description,activity_description_Thai,target_group
Inactivity,การไม่เคลื่อนไหว,7024,1.3,Sitting smoking,นั่งสูบบุหรี่,adult
Inactivity,การไม่เคลื่อนไหว,7025,1.5,"Sitting, listening to music (not talking or reading) or watching a movie in a theater",นั่งฟังเพลง (โดยไม่พูดคุยหรืออ่านหนังสือ) หรือดูหนังในโรงภาพยนตร์,adult
Inactivity,การไม่เคลื่อนไหว,7026,1.3,"Sitting at a desk, resting head in hands",นั่งอยู่ที่โต๊ะทำงาน ซบศีรษะด้วยมือ,adult
Inactivity,การไม่เคลื่อนไหว,7030,1,Sleeping,นอนหลับ,adult
Inactivity,การไม่เคลื่อนไหว,7040,1.3,Standing quietly (standing in a line),ยืนนิ่งๆ (ยืนเข้าแถว),adult
Inactivity,การไม่เคลื่อนไหว,7041,1.5,Standing (fidgeting),ยืนอยู่ (กระสับกระส่าย),adult
Inactivity,การไม่เคลื่อนไหว,7045,1.3,Standing watching television,ยืนดูโทรทัศน์,adult
Inactivity,การไม่เคลื่อนไหว,7050,1.5,"Reclining, writing",เอนกายเขียนหนังสือ,adult
Inactivity,การไม่เคลื่อนไหว,7060,1.3,"Reclining, talking or talking on phone",นอนเอนกาย พูดคุย หรือคุยโทรศัพท์,adult
Inactivity,การไม่เคลื่อนไหว,7070,1.3,"Reclining, reading",เอนกายอ่านหนังสือ,adult
Inactivity,การไม่เคลื่อนไหว,7075,1,Meditating,การทำสมาธิ,adult
Lawn & Garden,สนามหญ้าและสวน,8009,4.1,"Carrying, loading or stacking wood, loading/unloading or carrying lumber, light-to- moderate effort",การยก การขน หรือการเรียงซ้อนไม้ การขนถ่าย หรือการเคลื่อนย้ายไม้แปรรูป โดยใช้แรงเบาถึงปานกลาง,adult
Lawn & Garden,สนามหญ้าและสวน,8010,5.5,"Carrying, loading or stacking wood, loading/unloading or carrying lumber, moderate effort",การยก การขน หรือการเรียงซ้อนไม้ การขนถ่าย หรือการเคลื่อนย้ายไม้แปรรูป ใช้แรงปานกลาง,adult
Lawn & Garden,สนามหญ้าและสวน,8019,4.5,"Chopping wood, splitting logs, moderate effort",การตัดไม้ การผ่าท่อนซุง ใช้แรงปานกลาง,adult
Lawn & Garden,สนามหญ้าและสวน,8020,6.5,"Chopping wood, splitting logs, vigorous effort",การสับฟืน การผ่าท่อนซุง การออกแรงอย่างหนัก,adult
Lawn & Garden,สนามหญ้าและสวน,8025,3.5,"Clearing light brush, thinning garden, moderate effort",การกำจัดพุ่มไม้ขนาดเล็ก การตัดแต่งสวน การใช้แรงปานกลาง,adult
Lawn & Garden,สนามหญ้าและสวน,8030,6.3,"Clearing land, haul brush, undergrowth, or ground, vigorous effort",การถางพื้นที่ การขนย้ายเศษไม้ พุ่มไม้ หรือดิน ต้องใช้แรงกายอย่างมาก,adult
Lawn & Garden,สนามหญ้าและสวน,8040,5,"Digging sandbox, shoveling sand",ขุดบ่อทราย ตักทราย,adult
Lawn & Garden,สนามหญ้าและสวน,8045,3.5,"Digging, spading, filling garden, composting, light-to-moderate effort",การขุดดิน การพรวนดิน การถมดินในสวน การทำปุ๋ยหมัก ใช้แรงน้อยถึงปานกลาง,adult
Lawn & Garden,สนามหญ้าและสวน,8050,5,"Digging, spading, filling garden, composting (Taylor Code 590)",การขุดดิน การพรวนดิน การถมสวน การทำปุ๋ยหมัก (รหัสเทย์เลอร์ 590),adult
Lawn & Garden,สนามหญ้าและสวน,8052,7.3,"Digging, spading, filling garden, composting, vigorous effort",การขุดดิน การพรวนดิน การถมสวน การทำปุ๋ยหมัก การออกแรงอย่างเต็มที่,adult
Lawn & Garden,สนามหญ้าและสวน,8055,2.8,Driving tractor,ขับรถแทรกเตอร์,adult
Lawn & Garden,สนามหญ้าและสวน,8057,8.3,"Felling trees, large size",การตัดต้นไม้ขนาดใหญ่,adult
Lawn & Garden,สนามหญ้าและสวน,8058,5.3,"Felling trees, small-medium size",การตัดต้นไม้ ขนาดเล็กถึงขนาดกลาง,adult
Lawn & Garden,สนามหญ้าและสวน,8060,5.8,"Gardening with heavy power tools, using chain saw, tilling a garden",การทำสวนด้วยเครื่องมือไฟฟ้าขนาดใหญ่ การใช้เลื่อยยนต์ การไถพรวนสวน,adult
Lawn & Garden,สนามหญ้าและสวน,8066,2,"gardening, general",การทำสวนทั่วไป,adult
